Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
1994:Q4,BabyBoom,7029295,9625993,3310942,1033963,861086,1191273,714623,1068177,1445930,2596698,1949015,570530,77153
1994:Q4,GenX,369214,793274,268370,237716,0,74476,31937,42385,138390,424060,237056,182815,4189
1994:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
1995:Q1,Silent,19181355,20574115,4751995,1156890,2848502,3886759,989615,2306068,4634286,1392761,968846,262601,161314
1995:Q1,BabyBoom,7348148,9966106,3370897,1049036,962922,1243226,768667,1100224,1471134,2617958,1972499,571953,73506
1995:Q1,GenX,432182,878041,292311,254770,8283,83084,44463,43436,151694,445858,251091,189991,4776
1995:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
1995:Q2,Silent,19310401,20699312,4692537,1169152,2969641,3925522,999621,2311717,4631122,1388911,959366,265471,164074
1995:Q2,BabyBoom,7710944,10390000,3477613,1051184,1073363,1307556,831702,1134220,1514362,2679056,2012301,591754,75001
1995:Q2,GenX,490699,969238,338158,263997,26634,68965,58383,44812,168290,478540,267169,205901,5470
1995:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
1995:Q3,Silent,19400266,20794067,4543176,1175106,3115036,3966686,1014245,2324652,4655167,1393801,956037,270050,167714
1995:Q3,BabyBoom,7976700,10722443,3483706,1054905,1210294,1366271,897352,1176847,1533068,2745743,2044665,615641,85437
1995:Q3,GenX,547554,1067140,386255,275013,52890,53391,77178,48425,173988,519586,289636,223909,6041
1995:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
1995:Q4,Silent,19660261,21067285,4560106,1177008,3278619,3998775,1031746,2318414,4702617,1407024,951722,282578,172724
1995:Q4,BabyBoom,8339977,11134230,3530328,1069270,1357775,1411719,951645,1219222,1594271,2794253,2071151,639296,83806
1995:Q4,GenX,598729,1149910,398814,283028,81678,55866,83179,58885,188460,551181,297635,246285,7261
1995:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
1996:Q1,Silent,19867685,21277207,4617970,1180478,3372216,4032618,1048562,2306541,4718822,1409522,953667,281110,174745
1996:Q1,BabyBoom,8614643,11453505,3565392,1088260,1423062,1450340,1004986,1252820,1668645,2838862,2112859,628882,97121
1996:Q1,GenX,644852,1215763,407301,293704,89605,58196,88350,67453,211154,570911,312333,252215,6363
1996:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
1996:Q2,Silent,20070901,21499775,4652840,1185434,3479354,4068075,1061575,2298988,4753509,1428874,960494,288411,179969
1996:Q2,BabyBoom,8860875,11739059,3627511,1096186,1501982,1486756,1043687,1290411,1692525,2878184,2139201,639739,99244
1996:Q2,GenX,649806,1258168,420456,297196,101563,60485,85661,77672,215135,608362,332512,268430,7420
1996:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
1996:Q3,Silent,20175174,21623039,4686438,1192232,3510613,4104984,1077061,2290571,4761140,1447864,968677,295431,183756
1996:Q3,BabyBoom,9045683,11960772,3682609,1109402,1494921,1520084,1088150,1325856,1739750,2915089,2166264,649848,98977
1996:Q3,GenX,649446,1296493,439047,303540,89477,62702,86082,87735,227910,647047,354421,284568,8058
1996:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
1996:Q4,Silent,20422634,21885475,4717898,1187353,3637632,4143225,1114692,2300751,4783924,1462841,972813,304593,185435
1996:Q4,BabyBoom,9370508,12331585,3704823,1126361,1594433,1534381,1174235,1382081,1815271,2961077,2195066,665116,100895
1996:Q4,GenX,740556,1423105,466384,314215,107663,64416,127768,104648,238011,682549,370752,304169,7628
1996:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
1997:Q1,Silent,20465739,21934357,4739545,1190420,3684185,4182464,1123022,2315712,4699009,1468618,976538,300373,191707
1997:Q1,BabyBoom,9545678,12513806,3736669,1143208,1603093,1567631,1200744,1442180,1820281,2968128,2210615,648738,108775
1997:Q1,GenX,767387,1467483,487375,323416,99228,66625,114641,123351,252848,700097,386295,305064,8738
1997:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
1997:Q2,Silent,20938333,22422976,4771582,1194014,4052974,4222463,1153775,2321206,4706961,1484643,982551,305185,196907
1997:Q2,BabyBoom,10215864,13225011,3804740,1148826,1964299,1615805,1350727,1490852,1849762,3009147,2236828,654117,118202
1997:Q2,GenX,948937,1682171,518847,324125,196716,69257,170743,139026,263458,733234,405208,318736,9290
1997:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
1997:Q3,Silent,21273745,22777497,4782243,1202801,4281069,4263083,1178870,2332219,4737212,1503751,995851,310619,197281
1997:Q3,BabyBoom,10704778,13767744,3872496,1159937,2167485,1657510,1472016,1545198,1893102,3062966,2277776,661413,123777
1997:Q3,GenX,1083034,1860332,558580,327255,248433,71722,214993,156910,282438,777298,435652,333773,7873
1997:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
1997:Q4,Silent,21482181,23008116,4833514,1197291,4369376,4304136,1186318,2362725,4754755,1525935,1003325,318402,204208
1997:Q4,BabyBoom,10980184,14070059,3912823,1180780,2226188,1680832,1483703,1619702,1966030,3089875,2284790,674097,130988
1997:Q4,GenX,1114153,1933411,583952,339890,257327,73652,196413,181592,300586,819258,458244,351665,9349
1997:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q1,Silent,22030869,23567143,4873723,1202677,4796140,4344941,1214570,2357768,4777324,1536274,1013515,313869,208890
1998:Q1,BabyBoom,11809689,14908682,4002660,1193603,2634055,1755980,1638500,1658091,2025793,3098993,2301690,658813,138490
1998:Q1,GenX,1347211,2194607,623287,343781,373845,77130,264053,195107,317404,847397,486239,351361,9797
1998:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q2,Silent,22294854,23851229,4956258,1207103,4882204,4354548,1220534,2371808,4858775,1556375,1022311,321946,212118
1998:Q2,BabyBoom,12194122,15357094,4122301,1210373,2697532,1845285,1680811,1717023,2083769,3162972,2344384,674105,144483
1998:Q2,GenX,1386334,2280730,659487,350233,385688,90416,252771,215421,326715,894396,513006,371692,9698
1998:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q3,Silent,21964858,23539143,4940184,1230470,4525633,4363897,1209712,2370291,4898955,1574284,1031397,327581,215306
1998:Q3,BabyBoom,12070851,15279823,4293788,1220109,2300096,1909549,1589518,1762019,2204743,3208971,2382821,684482,141668
1998:Q3,GenX,1212779,2153662,735285,346149,247819,103265,148315,231348,341480,940883,541938,388656,10289
1998:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q4,Silent,22520858,24097086,5042063,1215033,5029865,4328917,1230148,2382670,4868391,1576228,1028210,326436,221582
1998:Q4,BabyBoom,13134265,16427054,4364119,1249409,2889589,2065515,1798429,1775511,2284483,3292789,2443144,708826,140819
1998:Q4,GenX,1602642,2597309,786628,369321,441711,106801,282377,229387,381085,994667,577235,406010,11422
1998:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q1,Silent,22465173,24029814,5059722,1214443,4999922,4292827,1229118,2364424,4869358,1564641,1020820,317330,226491
1999:Q1,BabyBoom,13428617,16782071,4474320,1267409,2922524,2196981,1857648,1760046,2303143,3353453,2500033,714902,138518
1999:Q1,GenX,1690145,2719455,855295,379418,455759,109553,308362,216908,394160,1029310,606784,410166,12360
1999:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q2,Silent,22743402,24306482,5157202,1208529,5251346,4256283,1232833,2401663,4798626,1563080,1015277,313439,234364
1999:Q2,BabyBoom,14063866,17520701,4607683,1296377,3233616,2338851,1958576,1803179,2282418,3456835,2567089,734365,155381
1999:Q2,GenX,1864720,2942868,898599,399938,558506,112608,358998,224073,390147,1078148,641325,423777,13046
1999:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q3,Silent,22549606,24114399,5201048,1216357,5014890,4218530,1215889,2474788,4772898,1564793,1015987,311421,237385
1999:Q3,BabyBoom,14205960,17750534,4773283,1321026,3064731,2455330,1915735,1885467,2334962,3544574,2634646,759426,150502
1999:Q3,GenX,1834439,2979286,978840,413319,507692,114783,316692,244551,403410,1144847,690626,441048,13173
1999:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q4,Silent,23218655,24791228,5261264,1208656,5690391,4182196,1229219,2493570,4725932,1572573,1016211,309528,246834
1999:Q4,BabyBoom,15561096,19196132,4883912,1349128,3788293,2630902,2119542,1913604,2510751,3635035,2665507,786010,183518
1999:Q4,GenX,2254753,3468592,1050829,433309,743421,118924,423604,246126,452380,1213839,742544,458084,13211
1999:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q1,Silent,23427560,24998266,5378108,1214565,5883711,4144938,1230044,2477966,4668934,1570706,1014080,300295,256331
2000:Q1,BabyBoom,16280575,19966659,5096383,1380381,4041107,2775092,2214176,1906569,2552951,3686084,2680088,793413,212583
2000:Q1,GenX,2435234,3700658,1116108,452974,829124,121989,466181,235007,479276,1265424,792045,460057,13322
2000:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q2,Silent,23272307,24842112,5498791,1217693,5622765,4107148,1215709,2545049,4634956,1569805,1014160,298834,256811
2000:Q2,BabyBoom,16460488,20209208,5334635,1412614,3849988,2898745,2205784,1987495,2519947,3748719,2736620,823096,189003
2000:Q2,GenX,2414055,3755485,1206152,474401,771552,124305,442351,254850,481874,1341430,847316,479842,14272
2000:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q3,Silent,23286705,24860927,5566043,1226317,5540413,4070322,1207728,2620091,4630012,1574221,1014689,299790,259742
2000:Q3,BabyBoom,16929777,20769254,5575429,1435821,3831471,3033991,2250547,2077678,2564318,3839478,2790104,861271,188103
2000:Q3,GenX,2481565,3907363,1299872,486037,769646,127008,450084,277894,496822,1425798,905653,506013,14132
2000:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q4,Silent,22949737,24520753,5696390,1220707,4977313,4033371,1183771,2650425,4758776,1571016,1008436,301694,260886
2000:Q4,BabyBoom,16884491,20783112,5772207,1469263,3337166,3144987,2179019,2120709,2759761,3898621,2848755,903365,146501
2000:Q4,GenX,2321681,3823127,1365499,511786,611641,128803,385440,284450,535509,1501446,948035,536208,17203
2000:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
2001:Q1,Silent,22768020,24320214,5942093,1217485,4523286,3998639,1144878,2664654,4829178,1552194,1001263,293572,257359
2001:Q1,BabyBoom,17009146,20931550,6142338,1497065,2947858,3278615,2057056,2145821,2862798,3922404,2900160,914131,108113
2001:Q1,GenX,2231366,3778532,1453304,532198,487842,131426,278158,284748,610856,1547166,988203,542020,16943
2001:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
2001:Q2,Silent,23112052,24662499,6024105,1215223,4766304,3988590,1148515,2710823,4808939,1550447,1000812,289712,259923
2001:Q2,BabyBoom,17706973,21754442,6365754,1517590,3237694,3404892,2144281,2204224,2880008,4047469,3005450,935684,106335
2001:Q2,GenX,2439978,4059321,1535506,545982,586899,143589,319915,297116,630315,1619344,1043756,558853,16735
2001:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
2001:Q3,Silent,22563735,24131738,6064222,1216256,4117282,3979597,1106588,2740893,4906899,1568003,1009859,283853,274291
2001:Q3,BabyBoom,17444721,21607683,6603447,1532811,2653479,3505282,2017283,2243632,3051749,4162963,3046944,953839,162180
2001:Q3,GenX,2184767,3904188,1624386,555530,400222,155081,208929,303088,656952,1719420,1131965,570083,17372
2001:Q3,Millennial,10265,25755,11243,6763,265,0,69,812,6603,15490,8784,6576,130
2001:Q4,Silent,23067634,24606889,6166570,1224459,4489238,4016286,1109549,2671790,4928997,1539254,985091,297730,256433
2001:Q4,BabyBoom,18206319,22479814,6770501,1556913,3095703,3591086,2127986,2258746,3078880,4273495,3188992,975916,108587
2001:Q4,GenX,2461124,4219146,1698502,573609,524719,161089,258516,308762,693949,1758022,1132597,608619,16806
2001:Q4,Millennial,20390,35175,14879,9319,1419,0,480,542,8537,14785,5106,9562,117
2002:Q1,Silent,23159521,24696287,6256493,1224178,4471964,4053221,1112564,2641790,4936076,1536766,988322,299031,249413
2002:Q1,BabyBoom,18649876,22955021,6964520,1573820,3159057,3641693,2201047,2314810,3100074,4305145,3230737,962289,112119
2002:Q1,GenX,2557233,4405357,1787310,588114,524635,165863,293526,330268,715641,1848124,1220389,611072,16663
2002:Q1,Millennial,25210,45829,19498,12181,1649,0,963,813,10725,20619,9362,11124,133
2002:Q2,Silent,22927790,24465221,6324596,1227872,4108904,4091309,1074638,2620693,5017209,1537431,994402,306348,236681
2002:Q2,BabyBoom,18476771,22840137,7131453,1593932,2869314,3680875,2106075,2378821,3079666,4363365,3302123,967212,94030
2002:Q2,GenX,2386481,4348066,1902092,605601,400907,170282,198061,355676,715447,1961585,1314899,630649,16037
2002:Q2,Millennial,26192,53392,24489,15584,199,27,0,1345,11748,27200,13616,13436,148
2002:Q3,Silent,22438891,23978254,6353354,1248032,3501543,4130799,1032653,2612693,5099180,1539363,996734,313671,228958
2002:Q3,BabyBoom,18096211,22568253,7335414,1610501,2323220,3719249,1998922,2455274,3125674,4472042,3414738,970285,87019
2002:Q3,GenX,2164355,4225511,2032976,614070,182529,174741,94160,386764,740271,2061157,1393232,651332,16593
2002:Q3,Millennial,31142,62074,27265,18181,0,152,0,2362,14114,30933,14457,16319,157
2002:Q4,Silent,22681244,24224315,6399526,1261822,3631989,4173320,1032944,2505951,5218763,1543072,1001032,322427,219613
2002:Q4,BabyBoom,18590276,23179642,7538358,1622928,2525377,3785324,2105615,2426640,3175400,4589366,3521608,978554,89204
2002:Q4,GenX,2274855,4445128,2147156,620571,220093,180398,131751,377398,767761,2170273,1477803,676398,16072
2002:Q4,Millennial,32608,68272,30760,20863,0,120,0,425,16104,35664,15870,19630,164
2003:Q1,Silent,22637781,24178500,6501709,1256712,3463763,4213741,1022557,2505941,5214077,1540719,1001729,323740,215250
2003:Q1,BabyBoom,18782411,23473468,7722432,1634421,2420256,3808504,2143379,2510200,3234275,4691056,3618599,963281,109176
2003:Q1,GenX,2287338,4534225,2228851,633401,145542,184330,127327,412752,802022,2246887,1550512,680163,16212
2003:Q1,Millennial,46210,84709,38280,25049,0,408,0,1823,19150,38500,16401,21939,160
2003:Q2,Silent,23186988,24752853,6576315,1263473,3884598,4256111,1043895,2516607,5211855,1565865,1016245,330453,219167
2003:Q2,BabyBoom,19748135,24654505,7921834,1648650,2942240,3853636,2331677,2603839,3352629,4906370,3743383,965895,197092
2003:Q2,GenX,2601989,4984844,2353171,644892,302642,189192,229129,452915,812903,2382855,1668855,700140,13860
2003:Q2,Millennial,53546,99383,44619,29043,0,571,176,3978,20996,45837,19896,25442,499
2003:Q3,Silent,23394245,24972178,6619530,1282981,4021842,4297586,1040011,2514208,5196020,1577933,1033160,337946,206827
2003:Q3,BabyBoom,20332138,25305535,8150274,1663700,3173176,3886286,2403268,2683531,3345300,4973398,3823426,971802,178170
2003:Q3,GenX,2701085,5240545,2493881,652002,353873,193520,248054,488107,811108,2539460,1804233,721241,13986
2003:Q3,Millennial,50806,110297,48194,32160,0,886,483,5976,22598,59490,30527,28686,277
2003:Q4,Silent,23956113,25555561,6687241,1297784,4354869,4339611,1056159,2499697,5320200,1599448,1037164,345666,216618
2003:Q4,BabyBoom,21269320,26357263,8382001,1680758,3626097,3931495,2582119,2751095,3403698,5087944,3944137,978704,165103
2003:Q4,GenX,3016550,5669082,2619716,662882,495028,198361,345122,518845,829128,2652532,1887620,745412,19500
2003:Q4,Millennial,63620,126951,53747,36177,2012,1125,2650,7729,23511,63331,30010,33150,171
2004:Q1,Silent,24880197,26477656,6864122,1311224,4491312,4386842,1049248,2519099,5855809,1597459,1040321,346616,210522
2004:Q1,BabyBoom,22487681,27659543,8747883,1703883,3873922,4050273,2655119,2853238,3775225,5171862,4025974,965671,180217
2004:Q1,GenX,3245593,5987165,2756706,680947,557051,206391,361334,563993,860743,2741572,1974166,748589,18817
2004:Q1,Millennial,79681,149614,65281,41712,3945,532,3117,11562,23464,69933,34181,35595,157
2004:Q2,Silent,24959476,26573007,6945895,1338577,4421657,4423209,1041824,2610947,5790897,1613531,1056958,350729,205844
2004:Q2,BabyBoom,23097624,28390772,9077854,1723674,3901009,4186389,2708815,3028269,3764761,5293148,4127695,963364,202089
2004:Q2,GenX,3351788,6244757,2952538,688038,527154,199800,368159,638763,870304,2892968,2113054,761508,18406
2004:Q2,Millennial,83825,168495,69311,44824,3170,455,3431,20045,27259,84669,45529,38939,201
2004:Q3,Silent,25310694,26924727,7132933,1337485,4361050,4458177,1028547,2703030,5903505,1614033,1066458,358743,188832
2004:Q3,BabyBoom,23790810,29211293,9432865,1738621,3943954,4328469,2750983,3204775,3811627,5420484,4246645,974223,199616
2004:Q3,GenX,3439771,6467365,3123530,700822,500040,192948,360797,713739,875489,3027594,2223785,787726,16083
2004:Q3,Millennial,102349,196971,83748,50932,2336,306,3287,29663,26699,94622,50259,44184,179
2004:Q4,Silent,25788584,27443367,7281323,1346737,4668156,4413664,1052302,2743285,5937899,1654783,1094452,362269,198062
2004:Q4,BabyBoom,25052435,30598110,9755227,1761925,4284323,4522897,2938092,3274916,4060729,5545675,4322126,995766,227783
2004:Q4,GenX,3813086,7003861,3329744,733395,610407,226143,453212,735926,915034,3190775,2364432,810436,15907
2004:Q4,Millennial,124205,237342,101237,56162,5984,0,5758,33781,34420,113137,60729,51648,760
2005:Q1,Silent,25876264,27537586,7423489,1343418,4692937,4361414,1048131,2791826,5876371,1661322,1108552,355097,197673
2005:Q1,BabyBoom,25537050,31220656,10041677,1781835,4310023,4653764,2967106,3356267,4109985,5683607,4482991,986759,213857
2005:Q1,GenX,4039095,7295669,3548644,767105,581920,256928,426946,762029,952098,3256574,2435839,804780,15955
2005:Q1,Millennial,168404,269623,120228,62782,4382,259,4420,38868,38684,101219,42279,58337,603
2005:Q2,Silent,26215639,27914560,7607538,1330668,4814814,4307920,1054833,2892212,5906576,1698921,1137600,354287,207034
2005:Q2,BabyBoom,26377350,32172851,10310812,1805392,4450613,4799082,3068642,3493675,4244635,5795501,4587355,996623,211523
2005:Q2,GenX,4290967,7710104,3770772,809630,603008,288824,453330,809975,974565,3419137,2585663,815508,17966
2005:Q2,Millennial,201550,317225,145175,72670,4690,572,4781,48203,41134,115675,49238,65971,466
