Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
1992:Q4,GenX,479159,280102,157317,122785,199058,57710,914,19432,13984,5447,319,147,172,33459,15914,2297,12196,22156,23574,11086,206586,206028,107304,97570,69,1085,558,272574,9760183
1992:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993:Q1,Silent,19743656,5875239,4756145,1119095,13868417,2196188,320612,1072243,881768,190475,396225,276659,119566,2518719,264606,353501,619261,3735632,2235835,155594,1422602,1413401,1023659,255883,2155,131704,9202,18321054,45593293
1993:Q1,BabyBoom,8018874,3706467,2758781,947686,4312407,554530,106853,235120,192415,42705,69420,57718,11702,839772,182701,130955,391608,879746,807120,114581,2219652,2213255,1712631,451785,1623,47216,6396,5799223,40557081
1993:Q1,GenX,511807,295012,155179,139833,216794,53183,1102,19874,13997,5877,179,30,149,37207,18195,2685,20114,27236,24906,12113,219932,219302,118414,99594,137,1157,630,291874,10255951
1993:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993:Q2,Silent,19807815,5889667,4761294,1128373,13918148,2178344,321409,1061949,851767,210182,403788,287555,116233,2564875,264679,354578,618801,3753890,2240798,155038,1418719,1409623,1021318,253059,1930,133316,9096,18389096,45195024
1993:Q2,BabyBoom,8259370,3806873,2849896,956977,4452497,564343,97895,221550,174464,47086,80114,67152,12962,861239,189290,142693,415786,926821,835923,116841,2264909,2258364,1751999,458837,1547,45981,6545,5994461,40694454
1993:Q2,GenX,550496,319993,168897,151096,230502,55411,0,20296,14240,6056,129,0,129,36507,20746,3151,22387,32733,25997,13146,243954,243247,135029,106766,141,1311,707,306542,10763548
1993:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993:Q3,Silent,19945044,5904593,4764892,1139701,14040451,2165095,324543,1068475,837920,230555,407831,294990,112841,2656651,264805,355491,619821,3772106,2250554,155080,1413118,1404132,1012356,253459,2203,136113,8987,18531925,44789070
1993:Q3,BabyBoom,8568200,3911139,2946486,964652,4657061,580829,91521,217450,165846,51603,73025,58785,14240,930024,196116,158104,442846,975933,871672,119541,2332140,2325448,1797495,472535,1871,53546,6693,6236059,40831741
1993:Q3,GenX,605113,346356,184642,161714,258758,59158,0,20463,14324,6139,250,138,112,44222,23518,4040,25899,38690,28181,14338,267691,266902,148681,116673,187,1361,788,337423,11280946
1993:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993:Q4,Silent,20122906,5924604,4779768,1144835,14198302,2146437,333742,1112767,839478,273289,412653,303212,109441,2752272,264861,356822,618466,3790236,2256087,153959,1414479,1405603,1005841,259013,2185,138566,8876,18708426,44379506
1993:Q4,BabyBoom,8866020,4008600,3027944,980656,4857420,588774,91541,224160,164948,59212,72603,57069,15535,1004152,202988,165012,463354,1019855,903476,121504,2393600,2386760,1829206,496886,1971,58697,6841,6472419,40967279
1993:Q4,GenX,658756,375786,199030,176756,282970,60904,0,20690,14265,6425,330,236,94,53397,26476,4035,27178,44994,29574,15394,297432,296558,164630,130270,213,1445,875,361324,11806113
1993:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994:Q1,Silent,20180430,5947910,4815050,1132860,14232520,2123218,344960,1185585,896654,288930,417396,311219,106178,2694351,263469,358302,614421,3808565,2268701,153552,1396675,1387907,992472,252223,2965,140247,8768,18783755,43970405
1994:Q1,BabyBoom,8981669,4064101,3065522,998579,4917569,588611,93824,255278,192135,63143,72641,55791,16850,917946,208070,170599,476287,1065429,944927,123956,2425352,2418359,1861382,495871,2823,58283,6993,6556318,41099405
1994:Q1,GenX,667350,396517,201797,194720,270834,60469,0,19632,13420,6212,399,333,66,30594,29185,3858,25544,51762,32767,16624,314801,313833,176100,135782,338,1613,968,352549,12337021
1994:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994:Q2,Silent,20267649,5977711,4841428,1136284,14289938,2094635,347160,1244920,936201,308718,419851,317085,102766,2679948,262299,360170,616068,3827164,2285073,152649,1398332,1389669,988733,255068,3841,142027,8663,18869317,43565840
1994:Q2,BabyBoom,9143588,4150458,3137459,1012999,4993130,577938,85698,279642,211947,67694,66940,48768,18172,870034,213469,171010,502607,1107832,991884,126077,2475083,2467936,1890649,515054,3854,58379,7146,6668505,41226457
1994:Q2,GenX,689174,421908,211577,210331,267267,56922,0,18350,12420,5930,588,540,48,13133,32118,3023,29233,58911,37178,17811,347554,346487,195733,148458,512,1784,1068,341620,12871640
1994:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994:Q3,Silent,20366019,5966749,4817502,1149248,14399270,2082486,356773,1267108,950742,316366,422563,323242,99322,2729276,265187,361809,621021,3846295,2293940,152812,1399262,1390709,983897,259239,3968,143605,8553,18966757,43169886
1994:Q3,BabyBoom,9437383,4261290,3237535,1023755,5176092,593300,85932,288579,217877,70702,63615,44117,19499,893209,224197,177999,536748,1153410,1030198,128905,2527742,2520447,1922209,537549,4221,56469,7295,6909641,41346772
1994:Q3,GenX,751637,462115,238604,223511,289522,60098,0,17074,11771,5304,748,715,33,9998,36553,2937,36480,66551,39833,19249,382372,381201,215439,163165,601,1997,1170,369266,13407942
1994:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994:Q4,Silent,20451481,5934943,4782486,1152457,14516538,2069016,370967,1357020,1007281,349739,425010,329515,95496,2731980,263473,364142,614211,3866033,2302325,152362,1407860,1399416,980372,267822,4853,146368,8444,19043621,42786615
1994:Q4,BabyBoom,9625993,4344904,3310942,1033963,5281089,605355,91868,327069,249941,77128,61510,40710,20800,861086,228837,175322,539301,1191273,1068177,131290,2596698,2589257,1949015,570530,5431,64280,7441,7029295,41458689
1994:Q4,GenX,793274,506086,268370,237716,287188,62363,311,14553,9587,4966,925,875,50,0,39630,1572,30365,74476,42385,20610,424060,422783,237056,182815,850,2062,1277,369214,13943896
1994:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995:Q1,Silent,20574115,5908885,4751995,1156890,14665230,2063791,384096,1339851,979184,360667,428608,336495,92113,2848502,264270,365927,623688,3886759,2306068,153670,1392761,1384410,968846,262601,5240,147723,8351,19181355,42420100
1995:Q1,BabyBoom,9966106,4419933,3370897,1049036,5546173,630970,97273,309641,228980,80662,61725,39601,22125,962922,236687,185087,583580,1243226,1100224,134838,2617958,2610360,1972499,571953,6194,59714,7598,7348148,41560544
1995:Q1,GenX,878041,547081,292311,254770,330960,68703,1647,14227,10167,4060,1031,997,34,8283,43707,1781,42682,83084,43436,22380,445858,444464,251091,189991,1043,2338,1395,432182,14477472
1995:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995:Q2,Silent,20699312,5861689,4692537,1169152,14837623,2063574,400290,1314701,963533,351167,431294,342592,88702,2969641,266279,367111,632510,3925522,2311717,154983,1388911,1380649,959366,265471,6142,149670,8261,19310401,42074416
1995:Q2,BabyBoom,10390000,4528797,3477613,1051184,5861203,664641,106954,298344,216635,81708,60090,36652,23437,1073363,245996,206009,625693,1307556,1134220,138339,2679056,2671303,2012301,591754,7618,59630,7753,7710944,41650675
1995:Q2,GenX,969238,602154,338158,263997,367084,77860,3927,12746,10271,2475,1183,1162,22,26634,48369,3562,54821,68965,44812,24204,478540,477021,267169,205901,1401,2550,1518,490699,15006643
1995:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995:Q3,Silent,20794067,5718281,4543176,1175106,15075786,2050522,410771,1341948,967126,374822,433584,348277,85307,3115036,265860,368942,645303,3966686,2324652,152481,1393801,1385626,956037,270050,6910,152629,8176,19400266,41753636
1995:Q3,BabyBoom,10722443,4538611,3483706,1054905,6183832,673348,108528,302321,215386,86935,57882,33148,24734,1210294,251880,219071,678281,1366271,1176847,139110,2745743,2737838,2044665,615641,8995,68537,7906,7976700,41727420
1995:Q3,GenX,1067140,661268,386255,275013,405872,79409,4667,11103,9704,1398,1355,1344,11,52890,52256,4325,72853,53391,48425,25198,519586,517940,289636,223909,1792,2604,1646,547554,15529378
1995:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995:Q4,Silent,21067285,5737114,4560106,1177008,15330171,2041780,425319,1375271,954962,420309,444674,360158,84516,3278619,263114,371035,660711,3998775,2318414,152461,1407024,1398976,951722,282578,9288,155387,8048,19660261,41460467
1995:Q4,BabyBoom,11134230,4599598,3530328,1069270,6534632,695020,119159,310451,213970,96481,64860,41159,23701,1357775,263320,225152,726493,1411719,1219222,141461,2794253,2786085,2071151,639296,12601,63037,8168,8339977,41789886
1995:Q4,GenX,1149910,681842,398814,283028,468068,86056,5264,14527,11256,3271,2539,2523,16,81678,53771,4905,78274,55866,58885,26303,551181,549475,297635,246285,2541,3015,1706,598729,16044046
1995:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996:Q1,Silent,21277207,5798448,4617970,1180478,15478759,2045564,448851,1362368,936516,425852,452374,368737,83637,3372216,258506,373309,675253,4032618,2306541,151159,1409522,1401601,953667,281110,6266,160558,7921,19867685,41192149
1996:Q1,BabyBoom,11453505,4653652,3565392,1088260,6799853,735396,143710,309765,208834,100931,64919,42290,22628,1423062,272031,231546,773440,1450340,1252820,142824,2838862,2830440,2112859,628882,9357,79342,8422,8614643,41840260
1996:Q1,GenX,1215763,701005,407301,293704,514758,99434,8958,17174,13022,4152,4103,4069,35,89605,54409,5562,82788,58196,67453,27074,570911,569150,312333,252215,1588,3014,1761,644852,16550614
1996:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996:Q2,Silent,21499775,5838274,4652840,1185434,15661501,2031782,450319,1409560,965065,444495,456328,373651,82677,3479354,255451,375901,685674,4068075,2298988,150068,1428874,1421070,960494,288411,8373,163792,7805,20070901,40944558
1996:Q2,BabyBoom,11739059,4723698,3627511,1096186,7015361,742078,135097,336529,229486,107043,52007,30485,21522,1501982,282556,236069,807618,1486756,1290411,144258,2878184,2869506,2139201,639739,12948,77618,8679,8860875,41881500
1996:Q2,GenX,1258168,717652,420456,297196,540516,101632,5119,18716,13335,5381,6272,6205,67,101563,55535,5954,79707,60485,77672,27861,608362,606543,332512,268430,2229,3373,1819,649806,17049448
1996:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996:Q3,Silent,21623039,5878670,4686438,1192232,15744369,2026050,463024,1404853,983708,421145,462189,380500,81689,3510613,254877,378780,698281,4104984,2290571,150147,1447864,1440173,968677,295431,9022,167043,7691,20175174,40713566
1996:Q3,BabyBoom,11960772,4792011,3682609,1109402,7168761,760367,143649,352541,245086,107455,40658,20268,20391,1494921,296076,238726,849424,1520084,1325856,146459,2915089,2906158,2166264,649848,14633,75412,8931,9045683,41916562
1996:Q3,GenX,1296493,742587,439047,303540,553906,108028,5049,19526,13957,5570,8757,8649,108,89477,57622,6052,80030,62702,87735,28927,647047,645173,354421,284568,2426,3758,1874,649446,17540912
1996:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996:Q4,Silent,21885475,5905251,4717898,1187353,15980224,2015101,478311,1411543,999030,412512,474346,393623,80723,3637632,254759,383871,730821,4143225,2300751,149864,1462841,1455263,972813,304593,6787,171070,7578,20422634,40495050
1996:Q4,BabyBoom,12331585,4831184,3704823,1126361,7500401,768166,157102,368709,258967,109742,62921,43677,19244,1594433,310000,206217,968018,1534381,1382081,148373,2961077,2951897,2195066,665116,11891,79825,9180,9370508,41948403
1996:Q4,GenX,1423105,780599,466384,314215,642506,110773,6151,20850,14714,6136,10488,10335,153,107663,59867,300,127468,64416,104648,29884,682549,680622,370752,304169,1684,4017,1927,740556,18025372
1996:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997:Q1,Silent,21934357,5929964,4739545,1190420,16004392,2007832,496700,1312329,967685,344644,479140,399580,79560,3684185,253078,386666,736356,4182464,2315712,149930,1468618,1461196,976538,300373,9317,174968,7421,20465739,40284882
1997:Q1,BabyBoom,12513806,4879877,3736669,1143208,7633929,780655,176661,348258,244085,104173,42322,24256,18065,1603093,321862,213336,987408,1567631,1442180,150524,2968128,2958743,2210615,648738,16660,82730,9385,9545678,41979981
1997:Q1,GenX,1467483,810791,487375,323416,656693,115284,8879,22353,17228,5125,14030,13806,224,99228,61374,989,113652,66625,123351,30928,700097,698151,386295,305064,2474,4318,1946,767387,18503192
1997:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997:Q2,Silent,22422976,5965596,4771582,1194014,16457379,2003277,500487,1312035,956064,355971,487518,408682,78835,4052974,253569,388153,765622,4222463,2321206,150077,1484643,1477375,982551,305185,10299,179340,7268,20938333,40078938
1997:Q2,BabyBoom,13225011,4953566,3804740,1148826,8271445,796370,169343,350164,241331,108833,44737,27828,16909,1964299,336404,245375,1105352,1615805,1490852,152744,3009147,2999554,2236828,654117,19088,89521,9593,10215864,42014252
1997:Q2,GenX,1682171,842971,518847,324125,839200,121084,4214,25231,19002,6229,17090,16838,252,196716,63846,6044,164699,69257,139026,31993,733234,731270,405208,318736,2784,4542,1964,948937,18974739
1997:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997:Q3,Silent,22777497,5985044,4782243,1202801,16792453,2001814,514764,1319951,948571,371381,495531,417305,78226,4281069,253902,390151,788719,4263083,2332219,151249,1503751,1496633,995851,310619,5675,184488,7118,21273745,39873091
1997:Q3,BabyBoom,13767744,5032433,3872496,1159937,8735311,816057,182282,355100,240996,114104,33159,17412,15747,2167485,350777,267746,1204270,1657510,1545198,155727,3062966,3053161,2277776,661413,11609,102363,9805,10704778,42054173
1997:Q3,GenX,1860332,885836,558580,327255,974496,128502,4962,28122,20658,7464,21229,20959,270,248433,66257,9604,205389,71722,156910,33367,777298,775318,435652,333773,1257,4636,1980,1083034,19440377
1997:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997:Q4,Silent,23008116,6030806,4833514,1197291,16977310,2005868,529398,1316115,963168,352947,502947,425698,77248,4369376,250778,393952,792366,4304136,2362725,149650,1525935,1518965,1003325,318402,9206,188032,6970,21482181,39663217
1997:Q4,BabyBoom,14070059,5093603,3912823,1180780,8976455,843554,196681,368438,253646,114792,39509,24962,14547,2226188,361045,261989,1221714,1680832,1619702,156802,3089875,3079853,2284790,674097,18871,102094,10022,10980184,42102702
1997:Q4,GenX,1933411,923841,583952,339890,1009570,139111,6094,29497,21717,7780,24967,24633,334,257327,66996,8143,188270,73652,181592,33921,819258,817262,458244,351665,2313,5039,1996,1114153,19900472
1997:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q1,Silent,23567143,6076400,4873723,1202677,17490743,1993493,551802,1324690,940655,384035,509022,432897,76125,4796140,249182,395526,819044,4344941,2357768,149136,1536274,1529499,1013515,313869,9876,192239,6775,22030869,39445189
1998:Q1,BabyBoom,14908682,5196263,4002660,1193603,9712419,846041,227799,366958,244563,122395,52871,39542,13328,2634055,373395,291018,1347482,1755980,1658091,158729,3098993,3088792,2301690,658813,20955,107333,10201,11809689,42162795
