Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
1991:Q2,age40to54,7095430,8500052,2496635,707705,695376,1382429,643656,1132397,1441854,1404622,1052303,280231,72088
1991:Q2,ageunder40,2447727,3954702,1555999,647620,220378,224975,171064,453762,680905,1506975,1110289,379131,17555
1991:Q3,age70plus,4422482,4510961,1130789,230311,456743,557250,16059,414283,1705526,88480,37811,27631,23038
1991:Q3,age55to69,8222232,8792936,2031677,511337,968552,1857761,395149,1086521,1941939,570704,397916,115457,57331
1991:Q3,age40to54,7257874,8686083,2541636,718496,737439,1428769,671089,1131520,1457133,1428209,1076024,278666,73519
1991:Q3,ageunder40,2466477,3968216,1566287,643331,233511,225949,176777,443823,678538,1501739,1102752,380746,18241
1991:Q4,age70plus,4586031,4679582,1149410,236430,565052,567589,16701,413305,1731095,93551,40676,27542,25333
1991:Q4,age55to69,8411518,9004188,2045877,512860,1146369,1872906,412712,1079172,1934292,592670,408572,120373,63725
1991:Q4,age40to54,7454215,8918388,2560220,723595,841531,1476693,703270,1128670,1484409,1464173,1108233,280574,75366
1991:Q4,ageunder40,2501480,4018314,1575077,644561,273245,226946,183675,430340,684469,1516834,1110399,387092,19343
1992:Q1,age70plus,4587910,4686773,1179960,244629,532911,583189,13783,415087,1717214,98863,50362,25070,23431
1992:Q1,age55to69,8414360,9005639,2068102,511031,1135580,1900694,409681,1075297,1905253,591279,412031,116636,62612
1992:Q1,age40to54,7498173,8987845,2565395,725396,835450,1533904,713989,1127970,1485741,1489672,1141830,271810,76032
1992:Q1,ageunder40,2477794,3981007,1581089,651148,264808,229988,183974,418747,651253,1503213,1104053,379837,19323
1992:Q2,age70plus,4620527,4726351,1205047,254117,517837,604150,12221,419115,1713864,105824,57158,24173,24493
1992:Q2,age55to69,8427488,9027119,2085605,512111,1147927,1927902,415821,1074145,1863607,599631,415057,117855,66719
1992:Q2,age40to54,7576714,9095680,2574988,730030,843510,1589513,734687,1128983,1493969,1518966,1171568,269812,77586
1992:Q2,ageunder40,2478179,3976200,1582413,656963,262265,232970,186836,408594,646159,1498021,1097460,380492,20069
1992:Q3,age70plus,4691780,4796405,1211431,258587,538006,624916,11887,427882,1723695,104624,57330,23509,23785
1992:Q3,age55to69,8531678,9147743,2106780,520938,1207610,1953635,428085,1078837,1851858,616065,426454,122201,67410
1992:Q3,age40to54,7769205,9322170,2633395,744121,880157,1646127,763214,1132956,1522200,1552965,1204166,270429,78370
1992:Q3,ageunder40,2492557,4006126,1612382,648078,271649,235803,191956,401694,644565,1513569,1107928,385794,19847
1992:Q4,age70plus,4827135,4935082,1218017,262897,648689,643221,13882,426496,1721880,107947,61476,23432,23039
1992:Q4,age55to69,8730396,9354036,2116662,527267,1335509,2003556,445953,1069751,1855339,623640,432039,122356,69245
1992:Q4,age40to54,8000233,9595562,2697233,752422,988596,1677838,785252,1148558,1545663,1595329,1234158,282326,78845
1992:Q4,ageunder40,2530324,4059982,1620292,650882,298448,247603,203462,385460,653835,1529658,1113227,396655,19776
1993:Q1,age70plus,4952382,5063122,1273721,271655,686148,653787,17195,438834,1721782,110740,66064,20166,24510
1993:Q1,age55to69,8836915,9455206,2135569,518104,1366866,2033764,468550,1077707,1854646,618291,430159,113125,75007
1993:Q1,age40to54,8066891,9683390,2654747,744389,1041832,1698676,815069,1172332,1556345,1616499,1254987,281298,80214
1993:Q1,ageunder40,2555963,4072619,1606068,672465,300853,256387,217311,378989,640545,1516656,1103494,392673,20489
1993:Q2,age70plus,5003238,5114875,1282579,277255,706287,664362,18318,450499,1715575,111637,69079,18932,23626
1993:Q2,age55to69,8902662,9527811,2156468,527760,1375980,2063720,479615,1084425,1839842,625148,437950,110825,76373
1993:Q2,age40to54,8217326,9875313,2720484,756810,1082667,1720196,832435,1196250,1566470,1657987,1287980,289462,80545
1993:Q2,ageunder40,2566873,4099683,1620555,674621,297687,265166,227028,371546,643080,1532810,1113336,399443,20031
1993:Q3,age70plus,5081480,5194286,1285666,281816,756740,675317,19960,465986,1708801,112806,68389,18520,25897
1993:Q3,age55to69,9022836,9664671,2178763,538603,1422511,2094480,494412,1095458,1840444,641835,446966,111602,83267
1993:Q3,age40to54,8422587,10124207,2797221,771445,1147626,1742849,854296,1222557,1588212,1701620,1317946,301660,82014
1993:Q3,ageunder40,2578504,4135194,1634370,674203,304020,274083,237533,366406,644578,1556690,1125230,410886,20574
1993:Q4,age70plus,5199694,5318126,1308482,290782,810452,685257,20442,479004,1723708,118432,71159,19996,27277
1993:Q4,age55to69,9160538,9817056,2207074,546044,1472227,2122829,500662,1103220,1865000,656518,451878,116110,88530
1993:Q4,age40to54,8596745,10348740,2845714,781843,1215980,1764397,867969,1247922,1624916,1751995,1347600,321273,83122
1993:Q4,ageunder40,2585193,4163759,1645473,683580,311162,282602,245793,358990,636160,1578567,1129039,428790,20738
1994:Q1,age70plus,5250145,5365163,1349386,299506,759325,695530,19969,497607,1743840,115018,70728,17483,26807
1994:Q1,age55to69,9210829,9868822,2242757,544576,1394507,2152216,501518,1117396,1915851,657993,456226,110910,90857
1994:Q1,age40to54,8659149,10440403,2846334,782886,1202863,1786766,875486,1276280,1669788,1781254,1371942,324994,84318
1994:Q1,ageunder40,2572499,4155062,1643892,699190,286196,291243,252039,355113,627390,1582563,1131056,430489,21018
1994:Q2,age70plus,5284135,5404187,1371531,307377,734576,705214,20892,519527,1745070,120052,75262,18256,26534
1994:Q2,age55to69,9277376,9945135,2276310,551455,1349656,2180616,508508,1135210,1943381,667760,460955,113264,93541
1994:Q2,age40to54,8768162,10600589,2894209,793432,1209236,1808423,891739,1306292,1697258,1832427,1404528,342124,85775
1994:Q2,ageunder40,2549770,4150500,1648413,707351,269647,299654,260971,353106,611358,1600731,1134372,444936,21423
1994:Q3,age70plus,5336387,5460234,1368154,313525,754290,715563,23047,536289,1749366,123847,78871,19518,25458
1994:Q3,age55to69,9388037,10066389,2291703,563473,1359661,2211214,524013,1146928,1969396,678352,466533,117109,94710
1994:Q3,age40to54,8965540,10850853,2974917,810413,1251770,1831165,917738,1333828,1731022,1885313,1437108,361668,86537
1994:Q3,ageunder40,2555698,4177563,1658867,709103,266762,308314,272195,346928,615394,1621864,1139033,461658,21173
1994:Q4,age70plus,5385220,5519502,1377156,318658,741251,724481,21041,552901,1784013,134281,83821,22574,27886
1994:Q4,age55to69,9460827,10158817,2299630,570474,1330709,2239249,514913,1158557,2045285,697989,471069,124971,101949
1994:Q4,age40to54,9079055,11026786,3020445,821992,1266894,1851627,913940,1361247,1790641,1947731,1470080,388668,88983
1994:Q4,ageunder40,2517028,4165644,1664567,713011,254212,316425,275020,340180,602229,1648616,1141472,484954,22190
1995:Q1,age70plus,5502273,5634003,1393350,327003,807514,736223,24547,565944,1779422,131731,85241,20546,25944
1995:Q1,age55to69,9612166,10308399,2307175,578236,1397791,2274961,538867,1166385,2044984,696233,473760,120704,101769
1995:Q1,age40to54,9281838,11261272,3049288,833518,1349213,1876275,950455,1386942,1815582,1979434,1494456,395049,89929
1995:Q1,ageunder40,2565408,4214587,1665390,721939,265189,325609,288876,330456,617128,1649179,1138978,488247,21954
1995:Q2,age70plus,5588480,5719995,1375644,327519,880960,754446,28314,580328,1772784,131515,84594,21271,25650
1995:Q2,age55to69,9770156,10481360,2309271,590047,1472949,2309771,567462,1176108,2055751,711203,482298,124426,104479
1995:Q2,age40to54,9554530,11584360,3143548,851520,1437758,1903507,990900,1413069,1844058,2029829,1524416,413438,91975
1995:Q2,ageunder40,2598876,4272836,1679845,715246,277971,334318,303032,321244,641180,1673960,1147527,503991,22442
1995:Q3,age70plus,5705005,5844326,1364116,328845,972457,771612,33042,600396,1773859,139321,87988,22884,28449
1995:Q3,age55to69,9892744,10624301,2243545,598610,1568810,2343474,599301,1192594,2077967,731557,489787,129407,112363
1995:Q3,age40to54,9748996,11837587,3151294,865055,1541323,1928666,1037158,1441338,1872753,2088591,1558415,435293,94883
1995:Q3,ageunder40,2577775,4277436,1654182,712514,295628,342597,319273,315597,637645,1699661,1154147,522016,23498
1995:Q4,age70plus,5857467,5999051,1382573,329358,1048779,799304,33769,592406,1812862,141584,86163,26726,28695
1995:Q4,age55to69,10152504,10909310,2263695,609225,1701758,2381533,623924,1204453,2124722,756806,503492,145163,108151
1995:Q4,age40to54,9955721,12082268,3178282,878879,1637183,1943351,1074424,1459034,1911116,2126547,1570851,454134,101562
1995:Q4,ageunder40,2633275,4360795,1664698,711844,330352,342172,334453,340627,636649,1727521,1160001,542137,25383
1996:Q1,age70plus,5956051,6101272,1424611,333022,1072009,825931,34252,579334,1832112,145221,84557,24831,35833
1996:Q1,age55to69,10351157,11136531,2301148,620847,1773750,2418400,647982,1211429,2162974,785374,523379,147507,114488
1996:Q1,age40to54,10112192,12257741,3192920,892549,1689602,1955538,1110394,1474254,1942484,2145549,1592932,449329,103288
1996:Q1,ageunder40,2707781,4450931,1671983,716025,349522,341286,349270,361798,661048,1743150,1177991,540540,24619
1996:Q2,age70plus,6021594,6173784,1445594,329525,1104616,852356,32902,569291,1839501,152191,88072,26731,37388
1996:Q2,age55to69,10551807,11361159,2329533,632997,1857068,2455953,662892,1222371,2200345,809352,539168,157703,112481
1996:Q2,age40to54,10265890,12452386,3243555,908067,1750153,1966741,1134299,1490623,1958947,2186496,1616399,459998,110099
1996:Q2,ageunder40,2742292,4509673,1682127,708227,371061,340265,360830,384785,662379,1767382,1188569,552148,26665
1996:Q3,age70plus,6035847,6195004,1477005,329492,1081292,878372,32279,558232,1838332,159157,92049,28525,38583
1996:Q3,age55to69,10690636,11523526,2356353,646301,1874578,2493567,681605,1232712,2238410,832890,555552,167652,109686
1996:Q3,age40to54,10365331,12592240,3283915,923788,1763212,1976797,1163407,1506451,1974670,2226909,1641572,470351,114986
1996:Q3,ageunder40,2778489,4569533,1690821,705594,375930,339035,374002,406767,677385,1791045,1200191,563320,27534
1996:Q4,age70plus,6191124,6357280,1534879,331674,1127659,900813,40268,561306,1860681,166156,93368,31081,41707
1996:Q4,age55to69,10948956,11810492,2379917,653905,1974873,2523846,732265,1259134,2286552,861537,572063,180024,109450
1996:Q4,age40to54,10528242,12791619,3275314,931462,1836344,1980918,1241790,1528898,1996894,2263378,1662387,484503,116488
1996:Q4,ageunder40,2865378,4680774,1698995,710888,400852,336444,402374,438142,693079,1815396,1210812,578269,26315
1997:Q1,age70plus,6191395,6361665,1572836,333881,1115104,927090,36633,567467,1808654,170270,96795,28516,44959
1997:Q1,age55to69,11049721,11922937,2402483,665650,2004721,2563578,738223,1289376,2258906,873216,584125,178672,110419
1997:Q1,age40to54,10578760,12858815,3286250,944139,1858582,1990853,1253248,1553152,1972592,2280055,1679629,475846,124580
1997:Q1,ageunder40,2958928,4772229,1702019,713374,408099,335199,410303,471248,731987,1813301,1212900,571142,29259
1997:Q2,age70plus,6466744,6645226,1598623,328185,1333958,956388,47719,566212,1814141,178482,99653,29453,49376
1997:Q2,age55to69,11548409,12448004,2436126,677221,2313130,2610671,823046,1311663,2276146,899594,600031,186639,112924
1997:Q2,age40to54,10996459,13313000,3342643,958443,2083385,2005488,1362037,1574298,1986706,2316541,1702571,482999,130971
1997:Q2,ageunder40,3091521,4923929,1717776,703116,483516,334977,442442,498910,743191,1832408,1222331,578947,31130
1997:Q3,age70plus,6644986,6834914,1621761,326029,1450263,984470,55915,568952,1827525,189928,104185,30602,55141
1997:Q3,age55to69,11918686,12852234,2462967,691668,2498747,2655249,890607,1338573,2314423,933547,621860,195500,116187
1997:Q3,age40to54,11313075,13673435,3396639,975683,2219587,2018355,1450276,1597880,2015015,2360360,1739125,491588,129647
1997:Q3,ageunder40,3184809,5044990,1731952,696615,528390,334241,469081,528923,755788,1860181,1244109,588114,27958
1997:Q4,age70plus,6770712,6972956,1688028,330174,1468010,1008945,50940,585669,1841189,202244,111685,33113,57446
1997:Q4,age55to69,12140181,13093352,2506946,699563,2567510,2691668,887160,1381234,2359272,953172,631206,206047,115919
1997:Q4,age40to54,11393683,13799272,3393151,983100,2273346,2025858,1453358,1629095,2041364,2405589,1761180,505085,139324
1997:Q4,ageunder40,3271942,5146005,1742164,705124,544025,332148,474977,568022,779546,1874063,1242288,599920,31855
1998:Q1,age70plus,7115856,7327058,1723354,328432,1724250,1043606,63466,577204,1866746,211202,119258,30714,61230
1998:Q1,age55to69,12741950,13707575,2555288,712493,2919559,2751084,976751,1395606,2396794,965625,644045,204290,117290
1998:Q1,age40to54,11894086,14326871,3458385,998874,2530848,2049778,1569580,1648497,2070909,2432785,1790472,496988,145325
1998:Q1,ageunder40,3435876,5308927,1762643,700262,629384,333581,507326,589658,786074,1873051,1247670,592051,33330
1998:Q2,age70plus,7246584,7467170,1780272,329003,1742111,1066211,60149,582679,1906745,220586,122038,33064,65484
1998:Q2,age55to69,13035560,14035800,2629771,725208,2989277,2807511,989048,1425456,2469530,1000241,665043,216423,118775
1998:Q2,age40to54,12115674,14602267,3536698,1014356,2589449,2080020,1589168,1675793,2116783,2486593,1825640,512015,148938
1998:Q2,ageunder40,3477492,5383815,1791304,699142,644587,336506,515749,620324,776204,1906323,1266981,606242,33100
1998:Q3,age70plus,6975243,7201467,1783290,324018,1448383,1083779,39170,577878,1944950,226224,126284,34636,65304
1998:Q3,age55to69,12821727,13846038,2662165,746682,2681020,2851950,909667,1443379,2551174,1024310,684228,226072,114010
1998:Q3,age40to54,12034781,14574554,3697261,1043688,2376866,2103394,1499426,1698756,2155164,2539774,1862141,523567,154066
1998:Q3,ageunder40,3416737,5350567,1826541,682341,567279,337589,499281,643645,793892,1933830,1283503,616443,33884
1998:Q4,age70plus,7510677,7740882,1863505,334340,1847421,1079068,67712,588867,1959969,230205,127239,36828,66138
1998:Q4,age55to69,13513680,14560948,2727583,746392,3125938,2887092,1049559,1471623,2552762,1047269,700439,230110,116720
1998:Q4,age40to54,12669296,15276914,3742356,1054368,2703632,2195012,1672081,1714507,2194958,2607618,1908014,543147,156457
1998:Q4,ageunder40,3564113,5542706,1859365,698663,684173,340062,521602,612572,826268,1978593,1312898,631187,34508
1999:Q1,age70plus,7562813,7793782,1884078,336083,1868562,1068909,75293,578854,1982003,230969,126888,35785,68296
1999:Q1,age55to69,13583762,14643999,2755780,752535,3116393,2909578,1084947,1474955,2549811,1060237,714530,225638,120069
1999:Q1,age40to54,12932979,15586065,3861391,1076477,2703998,2280249,1719336,1719042,2225572,2653086,1948746,548253,156087
1999:Q1,ageunder40,3504382,5507493,1888087,696174,689252,340625,515553,568527,809275,2003112,1337473,632722,32917
1999:Q2,age70plus,7849474,8089118,1947417,345555,2081639,1060337,87154,608005,1959010,239643,126310,36920,76413
1999:Q2,age55to69,13928960,15021867,2826165,757133,3337221,2935702,1145715,1522893,2497038,1092907,732312,227129,133466
1999:Q2,age40to54,13353254,16072601,3972197,1094983,2874374,2369972,1800218,1746165,2214692,2719347,1996198,563963,159186
1999:Q2,ageunder40,3540300,5586466,1917706,707174,750234,341732,517319,551853,800449,2046166,1368871,643569,33726
1999:Q3,age70plus,7812902,8059657,1980096,351358,1959448,1046205,81547,662282,1978721,246755,130003,39149,77603
1999:Q3,age55to69,13836318,14953943,2875784,768304,3160641,2949455,1111091,1600293,2488374,1117625,751431,230744,135450
1999:Q3,age40to54,13459778,16256300,4134335,1123480,2754167,2452073,1762703,1789390,2240152,2796521,2055336,584360,156825
1999:Q3,ageunder40,3481008,5574320,1962954,707560,713057,340910,492974,552841,804023,2093312,1404490,657642,31180
1999:Q4,age70plus,8441619,8716454,2046662,359788,2460354,1043565,103100,678881,2024103,274834,140360,42264,92210
1999:Q4,age55to69,14644585,15795192,2925309,772447,3724206,2990088,1234054,1634003,2515085,1150607,758143,233877,158587
1999:Q4,age40to54,14261891,17135697,4227136,1141593,3180753,2554312,1922990,1810795,2298119,2873806,2106858,606554,160394
1999:Q4,ageunder40,3686409,5808609,1996898,717265,856791,344057,512219,529621,851759,2122200,1418902,670926,32372
2000:Q1,age70plus,8655895,8955086,2107121,370064,2631315,1034292,112491,671539,2028264,299192,152231,42159,104802
2000:Q1,age55to69,14970683,16137178,3022392,783952,3898122,3016551,1286841,1639545,2489775,1166495,759410,227786,179299
2000:Q1,age40to54,14755745,17684769,4409533,1168902,3320427,2646261,1997803,1816844,2324999,2929024,2151539,613278,164207
2000:Q1,ageunder40,3761047,5888550,2051553,725001,904078,344915,513266,491613,858124,2127503,1423032,670542,33929
2000:Q2,age70plus,8613830,8916223,2186567,381065,2487083,1020644,109752,721708,2009404,302392,158516,45391,98485
2000:Q2,age55to69,14927315,16105767,3131486,794647,3707463,3034315,1272642,1714074,2451140,1178453,776006,232641,169806
2000:Q2,age40to54,14880093,17888946,4601739,1194192,3188786,2730956,1985653,1859469,2328151,3008853,2210562,637306,160985
2000:Q2,ageunder40,3725613,5895869,2119787,734804,860974,344283,495798,492145,848078,2170256,1453012,686433,30811
2000:Q3,age70plus,8689894,9006610,2225928,385054,2465755,1009183,112578,777111,2031001,316716,165755,50278,100683
2000:Q3,age55to69,15082117,16289442,3216317,807611,3662106,3058759,1292477,1796217,2455955,1207325,792487,241160,173678
2000:Q3,age40to54,15205438,18302377,4819990,1223275,3160765,2818955,2015470,1905832,2358090,3096939,2269994,668157,158788
2000:Q3,ageunder40,3720598,5939115,2179109,732235,852904,344424,487833,496503,846108,2218517,1482210,707477,28830
2000:Q4,age70plus,8564823,8875684,2316792,397579,2117011,992791,102689,801181,2147641,310861,167774,55721,87366
2000:Q4,age55to69,14889088,16104762,3330241,815242,3227539,3073917,1238531,1842150,2577142,1215674,809934,252060,153680
2000:Q4,age40to54,15097712,18274489,4958173,1241457,2831906,2897534,1947178,1931117,2467124,3176777,2317728,701924,157125
2000:Q4,ageunder40,3604287,5872057,2228889,747479,749664,342919,459832,481135,862139,2267770,1509791,731562,26417
2001:Q1,age70plus,8490085,8791968,2447003,406103,1848781,980999,85679,813570,2209833,301883,170176,55445,76262
2001:Q1,age55to69,14800865,16012006,3538226,824073,2881882,3102089,1149557,1875333,2640846,1211142,825717,248837,136588
2001:Q1,age40to54,15139271,18357963,5224413,1260502,2560122,2982563,1824790,1947345,2558228,3218691,2360534,709836,148321
2001:Q1,ageunder40,3578312,5868359,2328093,756071,668201,343028,420066,458974,893927,2290047,1533198,735606,21243
2001:Q2,age70plus,8822369,9124145,2507363,409500,2039873,1006487,94182,847531,2219209,301776,167490,56427,77859
2001:Q2,age55to69,15220015,16475323,3640217,833236,3103781,3129721,1201596,1936635,2630137,1255308,862895,252594,139819
2001:Q2,age40to54,15605754,18904375,5399239,1279121,2724556,3057226,1893427,1976958,2573848,3298621,2426926,725948,145747
2001:Q2,ageunder40,3610865,5972419,2378546,756938,722687,343637,423506,451040,896066,2361555,1592707,749279,19569
2001:Q3,age70plus,8571723,8912604,2547511,411344,1648255,1027316,76745,869763,2331670,340880,182382,58723,99775
2001:Q3,age55to69,14837117,16151734,3733118,845768,2601772,3149398,1110783,1985695,2725199,1314617,884859,253718,176040
2001:Q3,age40to54,15355475,18752814,5601766,1300268,2317929,3120557,1761902,1996770,2653622,3397339,2500658,742230,154451
2001:Q3,ageunder40,3439171,5852211,2420902,753979,603294,342689,383440,436198,911709,2413040,1629654,759679,23707
2001:Q4,age70plus,8998442,9308360,2606558,433593,1896956,1084558,90398,838735,2357563,309918,161891,68244,79783
2001:Q4,age55to69,15490556,16835513,3875958,862614,2947736,3249227,1185077,1954586,2760315,1344957,924571,275915,144471
2001:Q4,age40to54,15764634,19213623,5696803,1305786,2599823,3099789,1827306,2010050,2674067,3448989,2544557,764439,139993
2001:Q4,ageunder40,3501834,5983527,2471133,762307,666563,334888,393750,436468,918418,2481694,1680766,783229,17699
2002:Q1,age70plus,9144533,9476890,2676263,451803,1894107,1135446,101674,834689,2382908,332357,179216,73307,79834
2002:Q1,age55to69,15828006,17190828,4023697,875136,2979267,3337292,1240462,1958874,2776100,1362822,940905,276251,145666
2002:Q1,age40to54,15865459,19383563,5801415,1303705,2629985,3063220,1866057,2040604,2678577,3518103,2625626,756717,135760
2002:Q1,ageunder40,3553842,6051214,2526447,767650,653947,324819,399907,453512,924932,2497371,1703064,777242,17065
2002:Q2,age70plus,9066123,9412096,2745196,472863,1659101,1184614,91071,836422,2422830,345973,192597,81531,71845
2002:Q2,age55to69,15771413,17163020,4161057,890944,2717158,3424180,1178240,1972133,2819308,1391607,970291,286891,134425
2002:Q2,age40to54,15525348,19132581,5887705,1303106,2428750,3019642,1739994,2073774,2679609,3607232,2716619,764152,126461
2002:Q2,ageunder40,3454350,5999119,2588673,776076,574314,314057,369468,474206,902325,2544769,1745534,785070,14165
2002:Q3,age70plus,8821586,9173143,2767207,489337,1268901,1234061,79192,846847,2487598,351557,195121,88369,68067
2002:Q3,age55to69,15498719,16941139,4287509,915319,2237526,3514437,1107734,1997977,2880637,1442420,1013554,298972,129894
2002:Q3,age40to54,15107546,18802858,6043881,1313146,2051136,2973165,1602266,2111866,2707398,3695312,2804116,769597,121599
2002:Q3,ageunder40,3302747,5916952,2650412,772982,449730,303278,336542,500402,903606,2614205,1806369,794671,13165
2002:Q4,age70plus,9023787,9386727,2796651,503412,1350721,1289480,90867,788573,2567023,362940,199707,96375,66858
2002:Q4,age55to69,15961288,17462395,4425002,936517,2389717,3621413,1182876,1937728,2969142,1501107,1057211,313700,130196
2002:Q4,age40to54,15320136,19108029,6185584,1317554,2173271,2933947,1652319,2099994,2745359,3787892,2892798,779303,115791
2002:Q4,ageunder40,3273771,5960205,2708561,768701,463750,294322,344248,484118,896504,2686434,1866597,807630,12207
2003:Q1,age70plus,9090506,9465488,2871418,519822,1239842,1336123,95597,804095,2598590,374981,202846,99556,72579
2003:Q1,age55to69,16166631,17721823,4596142,948566,2280587,3710327,1213683,1972603,2999914,1555192,1097367,316644,141181
2003:Q1,age40to54,15220936,19071916,6261034,1307641,2087388,2878039,1643917,2140221,2753676,3850979,2968858,768178,113943
2003:Q1,ageunder40,3275666,6011675,2762678,773553,421743,282495,340065,513797,917344,2736009,1918170,804746,13093
2003:Q2,age70plus,9569317,9989834,2929284,536776,1517320,1387162,118000,826629,2674663,420517,211736,106095,102686
2003:Q2,age55to69,16977677,18654082,4758784,967657,2706948,3812204,1352703,2017804,3037982,1676405,1154515,329089,192801
2003:Q2,age40to54,15658001,19630035,6374586,1305820,2416509,2828098,1769000,2184857,2751165,3972035,3082803,772392,116840
2003:Q2,ageunder40,3385663,6217635,2833285,775805,488703,272045,365174,548049,934573,2831972,1999327,814355,18290
2003:Q3,age70plus,9758248,10197449,2957662,551939,1612273,1435259,126613,839980,2673722,439201,231218,114518,93465
2003:Q3,age55to69,17490058,19213000,4911977,993942,2885805,3909605,1410396,2052319,3048955,1722942,1200218,341871,180853
2003:Q3,age40to54,15811725,19897025,6536760,1312879,2548368,2772724,1787689,2222684,2715922,4085301,3197029,779412,108860
2003:Q3,ageunder40,3418243,6321081,2905480,772083,502445,260689,367119,576839,936426,2902838,2062882,823874,16082
2003:Q4,age70plus,10206248,10651558,3001979,569245,1850622,1485393,148166,844998,2751155,445310,232322,121505,91483
2003:Q4,age55to69,18360108,20146372,5084231,1018725,3257611,4014449,1548243,2076930,3146183,1786264,1253545,357324,175395
2003:Q4,age40to54,16250530,20436180,6680537,1316660,2817045,2720714,1900267,2254732,2746226,4185651,3282652,787129,115870
2003:Q4,ageunder40,3488717,6474746,2975958,772971,552729,250037,389372,600706,932973,2986030,2130411,836974,18645
2004:Q1,age70plus,10838337,11298890,3104496,591565,1954286,1550078,156262,873048,3069155,460553,240240,125061,95252
2004:Q1,age55to69,19490853,21330447,5354874,1044593,3453660,4157434,1608131,2132569,3579186,1839594,1294677,360643,184274
2004:Q1,age40to54,16758870,21008296,6891139,1320139,2952716,2692531,1914392,2303103,2934277,4249427,3361197,776861,111369
2004:Q1,ageunder40,3605092,6636344,3083483,781469,565568,243994,390032,639173,932625,3031253,2178527,833907,18819
2004:Q2,age70plus,10933085,11421765,3153584,607063,1907815,1577130,162724,950214,3063234,488680,256207,130763,101710
